Time_Peltier_On;T1;T2
11:26:20.002;-13.377;-13.317
11:26:20.174;-13.38;-13.317
11:26:20.382;-13.42;-13.357
11:26:20.595;-13.388;-13.354
11:26:20.805;-13.423;-13.369
11:26:20.968;-13.434;-13.372
11:26:21.180;-13.429;-13.375
11:26:21.389;-13.437;-13.409
11:26:21.599;-13.463;-13.406
11:26:21.805;-13.475;-13.409
11:26:21.971;-13.495;-13.438
11:26:22.180;-13.509;-13.432
11:26:22.387;-13.506;-13.449
11:26:22.599;-13.518;-13.455
11:26:22.805;-13.547;-13.493
11:26:22.973;-13.547;-13.484
11:26:23.187;-13.567;-13.521
11:26:23.399;-13.567;-13.524
11:26:23.608;-13.584;-13.553
11:26:23.768;-13.59;-13.536
11:26:23.983;-13.619;-13.544
11:26:24.185;-13.613;-13.564
11:26:24.395;-13.63;-13.573
11:26:24.602;-13.653;-13.599
11:26:24.768;-13.644;-13.608
11:26:24.982;-13.656;-13.61
11:26:25.194;-13.673;-13.645
11:26:25.399;-13.702;-13.654
11:26:25.574;-13.731;-13.668
11:26:25.788;-13.734;-13.674
11:26:25.993;-13.76;-13.685
11:26:26.203;-13.734;-13.7
11:26:26.368;-13.757;-13.705
11:26:26.578;-13.765;-13.7
11:26:26.801;-13.791;-13.714
11:26:26.998;-13.777;-13.754
11:26:27.170;-13.814;-13.746
11:26:27.379;-13.823;-13.783
11:26:27.583;-13.811;-13.792
11:26:27.796;-13.854;-13.806
11:26:28.003;-13.849;-13.812
11:26:28.175;-13.883;-13.826
11:26:28.386;-13.877;-13.826
11:26:28.598;-13.889;-13.869
11:26:28.811;-13.898;-13.869
11:26:28.972;-13.906;-13.872
11:26:29.183;-13.944;-13.887
11:26:29.396;-13.955;-13.878
11:26:29.601;-13.967;-13.91
11:26:29.768;-13.964;-13.913
11:26:29.982;-13.995;-13.941
11:26:30.194;-13.975;-13.93
11:26:30.401;-14.016;-13.964
11:26:30.610;-14.03;-13.973
11:26:30.775;-14.056;-13.982
11:26:30.987;-14.047;-14.008
11:26:31.194;-14.056;-14.01
11:26:31.407;-14.082;-14.039
11:26:31.567;-14.105;-14.039
11:26:31.773;-14.102;-14.054
11:26:31.981;-14.119;-14.074
11:26:32.206;-14.136;-14.068
11:26:32.409;-14.125;-14.082
11:26:32.567;-14.154;-14.091
11:26:32.781;-14.16;-14.108
11:26:32.994;-14.171;-14.1
11:26:33.207;-14.185;-14.131
11:26:33.372;-14.174;-14.146
11:26:33.588;-14.208;-14.163
11:26:33.797;-14.22;-14.169
11:26:34.009;-14.24;-14.189
11:26:34.169;-14.257;-14.212
11:26:34.379;-14.263;-14.215
11:26:34.588;-14.289;-14.223
11:26:34.794;-14.289;-14.241
11:26:34.971;-14.272;-14.244
11:26:35.179;-14.315;-14.241
11:26:35.390;-14.329;-14.258
11:26:35.606;-14.349;-14.284
11:26:35.773;-14.352;-14.298
11:26:35.986;-14.367;-14.307
11:26:36.198;-14.367;-14.327
11:26:36.410;-14.387;-14.353
11:26:36.571;-14.398;-14.362
11:26:36.779;-14.424;-14.37
11:26:36.994;-14.43;-14.387
11:26:37.197;-14.427;-14.376
11:26:37.370;-14.439;-14.405
11:26:37.580;-14.444;-14.408
11:26:37.790;-14.47;-14.431
11:26:37.998;-14.485;-14.442
11:26:38.210;-14.476;-14.454
11:26:38.373;-14.539;-14.448
11:26:38.579;-14.536;-14.465
11:26:38.780;-14.531;-14.456
11:26:38.987;-14.554;-14.491
11:26:39.194;-14.562;-14.511
11:26:39.415;-14.571;-14.537
11:26:39.572;-14.585;-14.528
11:26:39.782;-14.588;-14.523
11:26:39.988;-14.597;-14.554
11:26:40.202;-14.617;-14.557
11:26:40.374;-14.629;-14.569
11:26:40.582;-14.646;-14.597
11:26:40.795;-14.637;-14.595
11:26:41.002;-14.666;-14.615
11:26:41.167;-14.657;-14.629
11:26:41.375;-14.695;-14.623
11:26:41.584;-14.715;-14.644
11:26:41.792;-14.726;-14.658
11:26:42.001;-14.712;-14.672
11:26:42.167;-14.744;-14.681
11:26:42.381;-14.735;-14.698
11:26:42.592;-14.781;-14.687
11:26:42.802;-14.793;-14.713
11:26:42.974;-14.793;-14.727
11:26:43.187;-14.801;-14.747
11:26:43.396;-14.821;-14.759
11:26:43.614;-14.821;-14.785
11:26:43.767;-14.839;-14.799
11:26:43.975;-14.867;-14.799
11:26:44.185;-14.85;-14.799
11:26:44.391;-14.879;-14.816
11:26:44.598;-14.876;-14.828
11:26:44.771;-14.896;-14.839
11:26:44.979;-14.896;-14.851
11:26:45.189;-14.922;-14.894
11:26:45.397;-14.951;-14.885
11:26:45.608;-14.948;-14.897
11:26:45.774;-14.968;-14.894
11:26:45.985;-14.968;-14.917
11:26:46.198;-14.997;-14.937
11:26:46.410;-14.994;-14.923
11:26:46.569;-15.011;-14.949
11:26:46.782;-15.014;-14.977
11:26:46.985;-15.02;-14.98
11:26:47.200;-15.069;-14.995
11:26:47.403;-15.077;-15.003
11:26:47.570;-15.086;-15.009
11:26:47.780;-15.1;-15.044
11:26:47.994;-15.092;-15.058
11:26:48.207;-15.132;-15.058
11:26:48.376;-15.129;-15.061
11:26:48.590;-15.132;-15.075
11:26:48.798;-15.126;-15.095
11:26:49.003;-15.161;-15.075
11:26:49.170;-15.167;-15.124
11:26:49.376;-15.167;-15.133
11:26:49.586;-15.198;-15.159
11:26:49.796;-15.201;-15.144
11:26:50.002;-15.236;-15.159
11:26:50.168;-15.244;-15.164
11:26:50.381;-15.262;-15.182
11:26:50.592;-15.267;-15.196
11:26:50.799;-15.265;-15.228
11:26:50.971;-15.285;-15.21
11:26:51.183;-15.29;-15.231
11:26:51.391;-15.302;-15.233
11:26:51.601;-15.328;-15.262
11:26:51.768;-15.336;-15.271
11:26:51.975;-15.339;-15.277
11:26:52.196;-15.365;-15.294
11:26:52.397;-15.365;-15.317
11:26:52.565;-15.38;-15.32
11:26:52.779;-15.4;-15.326
11:26:52.991;-15.411;-15.343
11:26:53.197;-15.408;-15.372
11:26:53.410;-15.446;-15.374
11:26:53.575;-15.443;-15.377
11:26:53.787;-15.46;-15.409
11:26:54.006;-15.469;-15.397
11:26:54.210;-15.477;-15.432
11:26:54.368;-15.466;-15.435
11:26:54.587;-15.521;-15.438
11:26:54.806;-15.498;-15.458
11:26:54.966;-15.535;-15.481
11:26:55.179;-15.526;-15.498
11:26:55.391;-15.555;-15.504
11:26:55.597;-15.564;-15.513
11:26:55.767;-15.59;-15.521
11:26:55.979;-15.618;-15.536
11:26:56.192;-15.595;-15.561
11:26:56.401;-15.633;-15.582
11:26:56.577;-15.639;-15.55
11:26:56.789;-15.641;-15.579
11:26:56.994;-15.633;-15.579
11:26:57.211;-15.664;-15.608
11:26:57.366;-15.676;-15.608
11:26:57.574;-15.676;-15.625
11:26:57.783;-15.716;-15.651
11:26:57.991;-15.719;-15.665
11:26:58.198;-15.742;-15.654
11:26:58.368;-15.739;-15.671
11:26:58.582;-15.745;-15.688
11:26:58.792;-15.768;-15.7
11:26:58.999;-15.762;-15.726
11:26:59.206;-15.791;-15.711
11:26:59.373;-15.797;-15.728
11:26:59.586;-15.811;-15.777
11:26:59.791;-15.823;-15.76
11:27:00.011;-15.84;-15.78
11:27:00.171;-15.854;-15.795
11:27:00.394;-15.837;-15.797
11:27:00.597;-15.86;-15.829
11:27:00.806;-15.866;-15.832
11:27:00.965;-15.892;-15.826
11:27:01.179;-15.909;-15.838
11:27:01.392;-15.921;-15.846
11:27:01.607;-15.921;-15.884
11:27:01.774;-15.949;-15.869
11:27:01.983;-15.964;-15.892
11:27:02.194;-15.984;-15.91
11:27:02.401;-15.987;-15.915
11:27:02.567;-15.987;-15.938
11:27:02.775;-15.993;-15.933
11:27:02.982;-16.01;-15.973
11:27:03.188;-16.024;-15.964
11:27:03.395;-16.036;-15.967
11:27:03.619;-16.053;-15.979
11:27:03.771;-16.07;-15.999
11:27:03.976;-16.085;-16.016
11:27:04.191;-16.099;-16.031
11:27:04.399;-16.105;-16.025
11:27:04.612;-16.119;-16.048
11:27:04.773;-16.108;-16.054
11:27:04.979;-16.142;-16.059
11:27:05.179;-16.136;-16.077
11:27:05.386;-16.157;-16.079
11:27:05.593;-16.165;-16.091
11:27:05.800;-16.185;-16.143
11:27:05.969;-16.206;-16.128
11:27:06.177;-16.206;-16.128
11:27:06.391;-16.208;-16.16
11:27:06.604;-16.229;-16.174
11:27:06.775;-16.252;-16.163
11:27:06.988;-16.269;-16.169
11:27:07.201;-16.269;-16.22
11:27:07.413;-16.277;-16.22
11:27:07.567;-16.28;-16.212
11:27:07.781;-16.289;-16.229
11:27:07.991;-16.326;-16.255
11:27:08.198;-16.332;-16.264
11:27:08.366;-16.323;-16.272
11:27:08.575;-16.352;-16.295
11:27:08.784;-16.358;-16.292
11:27:08.991;-16.364;-16.31
11:27:09.204;-16.387;-16.321
11:27:09.375;-16.387;-16.333
11:27:09.588;-16.404;-16.333
11:27:09.799;-16.407;-16.344
11:27:10.015;-16.427;-16.367
11:27:10.170;-16.439;-16.356
11:27:10.383;-16.451;-16.37
11:27:10.596;-16.468;-16.402
11:27:10.803;-16.477;-16.416
11:27:10.969;-16.486;-16.431
11:27:11.183;-16.524;-16.44
11:27:11.393;-16.504;-16.446
11:27:11.605;-16.527;-16.472
11:27:11.775;-16.539;-16.478
11:27:11.988;-16.551;-16.492
11:27:12.196;-16.568;-16.492
11:27:12.409;-16.571;-16.507
11:27:12.568;-16.597;-16.525
11:27:12.780;-16.58;-16.542
11:27:12.989;-16.606;-16.551
11:27:13.195;-16.639;-16.566
11:27:13.369;-16.644;-16.557
11:27:13.580;-16.63;-16.604
11:27:13.790;-16.653;-16.595
11:27:13.998;-16.68;-16.589
11:27:14.208;-16.697;-16.648
11:27:14.375;-16.674;-16.61
11:27:14.587;-16.595;-16.534
11:27:14.794;-16.361;-16.327
11:27:15.010;-16.062;-16.013
11:27:15.168;-15.826;-15.812
11:27:15.375;-15.452;-15.492
11:27:15.597;-15.1;-15.176
11:27:15.794;-14.729;-14.842
11:27:16.000;-14.375;-14.5
11:27:16.168;-14.096;-14.226
11:27:16.380;-13.711;-13.869
11:27:16.588;-13.339;-13.527
11:27:16.796;-12.974;-13.167
11:27:17.009;-12.62;-12.839
11:27:17.175;-12.361;-12.583
11:27:17.387;-12.01;-12.206
11:27:17.595;-11.647;-11.875
11:27:17.805;-11.316;-11.567
11:27:17.965;-11.06;-11.314
11:27:18.175;-10.729;-10.989
11:27:18.382;-10.398;-10.67
11:27:18.602;-10.105;-10.356
11:27:18.817;-9.803;-10.057
11:27:18.968;-9.561;-9.821
11:27:19.182;-9.248;-9.507
11:27:19.388;-8.976;-9.234
11:27:19.601;-8.689;-8.965
11:27:19.774;-8.468;-8.71
11:27:19.987;-8.199;-8.449
11:27:20.192;-7.933;-8.177
11:27:20.412;-7.672;-7.891
11:27:20.566;-7.474;-7.707
11:27:20.791;-7.241;-7.449
11:27:20.991;-6.986;-7.199
11:27:21.197;-6.74;-6.981
11:27:21.367;-6.553;-6.763
11:27:21.582;-6.317;-6.536
11:27:21.794;-6.099;-6.295
11:27:22.002;-5.856;-6.086
11:27:22.178;-5.717;-5.921
11:27:22.384;-5.496;-5.709
11:27:22.597;-5.277;-5.471
11:27:22.810;-5.105;-5.278
11:27:22.969;-4.915;-5.117
11:27:23.182;-4.748;-4.915
11:27:23.388;-4.538;-4.728
11:27:23.595;-4.331;-4.544
11:27:23.768;-4.189;-4.394
11:27:23.976;-4.016;-4.21
11:27:24.186;-3.841;-4.02
11:27:24.398;-3.642;-3.864
11:27:24.605;-3.492;-3.683
11:27:24.772;-3.379;-3.549
11:27:24.985;-3.226;-3.399
11:27:25.196;-3.061;-3.229
11:27:25.407;-2.88;-3.068
11:27:25.618;-2.736;-2.929
11:27:25.770;-2.636;-2.796
11:27:25.982;-2.473;-2.631
11:27:26.191;-2.342;-2.488
11:27:26.401;-2.218;-2.351
11:27:26.569;-2.087;-2.241
11:27:26.777;-1.963;-2.104
11:27:26.994;-1.826;-1.998
11:27:27.203;-1.7;-1.855
11:27:27.374;-1.616;-1.751
11:27:27.587;-1.493;-1.628
11:27:27.797;-1.369;-1.513
11:27:28.004;-1.235;-1.389
11:27:28.167;-1.142;-1.308
11:27:28.374;-1.041;-1.177
11:27:28.594;-0.941;-1.067
11:27:28.804;-0.834;-0.972
11:27:28.966;-0.761;-0.88
11:27:29.179;-0.66;-0.798
11:27:29.390;-0.571;-0.706
11:27:29.601;-0.453;-0.613
11:27:29.768;-0.4;-0.54
11:27:29.976;-0.31;-0.456
11:27:30.193;-0.234;-0.384
11:27:30.404;-0.164;-0.3
11:27:30.575;-0.1;-0.243
11:27:30.783;-0.022;-0.168
11:27:30.996;0.04;-0.103
11:27:31.203;0.105;-0.039
11:27:31.413;0.149;-0.008
11:27:31.570;0.189;0.037
11:27:31.783;0.245;0.096
11:27:31.990;0.289;0.132
11:27:32.202;0.315;0.194
11:27:32.368;0.351;0.199
11:27:32.581;0.371;0.247
11:27:32.791;0.432;0.275
11:27:32.999;0.452;0.32
11:27:33.205;0.474;0.362
11:27:33.373;0.505;0.376
11:27:33.586;0.516;0.384
11:27:33.794;0.553;0.421
11:27:34.004;0.589;0.44
11:27:34.169;0.617;0.471
11:27:34.377;0.645;0.496
11:27:34.589;0.671;0.513
11:27:34.798;0.71;0.572
11:27:34.972;0.729;0.583
11:27:35.182;0.774;0.622
11:27:35.395;0.816;0.636
11:27:35.601;0.855;0.642
11:27:35.775;0.872;0.695
11:27:35.988;0.92;0.692
11:27:36.199;0.956;0.734
11:27:36.408;0.982;0.771
11:27:36.567;1.007;0.788
11:27:36.778;1.049;0.804
11:27:36.992;1.08;0.835
11:27:37.200;1.119;0.869
11:27:37.371;1.147;0.9
11:27:37.578;1.172;0.917
11:27:37.785;1.239;0.933
11:27:38.001;1.239;0.967
11:27:38.175;1.276;0.989
11:27:38.384;1.312;1.02
11:27:38.598;1.315;1.04
11:27:38.806;1.379;1.082
11:27:39.014;1.41;1.096
11:27:39.167;1.413;1.121
11:27:39.380;1.452;1.138
11:27:39.588;1.472;1.155
11:27:39.803;1.511;1.197
11:27:39.970;1.55;1.205
11:27:40.177;1.567;1.239
11:27:40.381;1.601;1.278
11:27:40.596;1.632;1.289
11:27:40.804;1.657;1.314
11:27:40.979;1.674;1.317
11:27:41.182;1.699;1.334
11:27:41.395;1.719;1.37
11:27:41.607;1.749;1.407
11:27:41.817;1.777;1.421
11:27:41.967;1.811;1.446
11:27:42.180;1.831;1.471
11:27:42.385;1.859;1.491
11:27:42.603;1.898;1.516
11:27:42.769;1.892;1.513
11:27:42.977;1.957;1.541
11:27:43.186;1.943;1.558
11:27:43.398;1.99;1.597
11:27:43.609;2.004;1.592
11:27:43.775;2.013;1.628
11:27:43.984;2.055;1.651
11:27:44.193;2.077;1.656
11:27:44.406;2.088;1.693
11:27:44.568;2.147;1.71
11:27:44.774;2.139;1.729
11:27:44.981;2.172;1.752
11:27:45.188;2.175;1.766
11:27:45.395;2.2;1.799
11:27:45.602;2.234;1.796
11:27:45.767;2.268;1.819
11:27:45.981;2.293;1.852
11:27:46.191;2.301;1.872
11:27:46.394;2.349;1.883
11:27:46.602;2.343;1.911
11:27:46.774;2.385;1.917
11:27:46.987;2.385;1.942
11:27:47.196;2.402;1.962
11:27:47.407;2.439;1.965
11:27:47.567;2.461;1.993
11:27:47.776;2.461;2.001
11:27:47.984;2.481;2.057
11:27:48.192;2.5;2.043
11:27:48.401;2.523;2.071
11:27:48.569;2.554;2.079
11:27:48.780;2.562;2.082
11:27:48.988;2.573;2.119
11:27:49.195;2.632;2.144
11:27:49.408;2.621;2.138
11:27:49.574;2.657;2.163
11:27:49.785;2.68;2.177
11:27:49.995;2.696;2.183
11:27:50.210;2.694;2.222
11:27:50.377;2.724;2.234
11:27:50.576;2.738;2.245
11:27:50.782;2.764;2.264
11:27:50.992;2.764;2.301
11:27:51.208;2.8;2.301
11:27:51.371;2.814;2.29
11:27:51.579;2.828;2.34
11:27:51.785;2.834;2.357
11:27:52.000;2.881;2.354
11:27:52.210;2.867;2.376
11:27:52.375;2.887;2.379
11:27:52.587;2.907;2.402
11:27:52.800;2.957;2.404
11:27:53.013;2.929;2.418
11:27:53.170;2.951;2.43
11:27:53.383;2.979;2.458
11:27:53.595;2.985;2.483
11:27:53.809;3.016;2.486
11:27:53.968;3.044;2.522
11:27:54.181;3.038;2.528
11:27:54.392;3.052;2.531
11:27:54.602;3.055;2.525
11:27:54.774;3.094;2.553
11:27:54.987;3.091;2.57
11:27:55.198;3.111;2.584
11:27:55.412;3.117;2.601
11:27:55.574;3.148;2.612
11:27:55.779;3.164;2.645
11:27:55.988;3.184;2.64
11:27:56.195;3.19;2.637
11:27:56.407;3.195;2.668
11:27:56.571;3.223;2.682
11:27:56.783;3.22;2.71
11:27:56.990;3.251;2.729
11:27:57.203;3.285;2.741
11:27:57.376;3.288;2.735
11:27:57.588;3.288;2.738
11:27:57.796;3.307;2.769
11:27:58.005;3.31;2.783
11:27:58.172;3.338;2.794
11:27:58.374;3.352;2.822
11:27:58.582;3.33;2.802
11:27:58.788;3.363;2.839
11:27:58.995;3.375;2.881
11:27:59.202;3.411;2.853
11:27:59.368;3.419;2.872
11:27:59.580;3.405;2.878
11:27:59.786;3.436;2.889
11:27:59.999;3.428;2.906
11:28:00.207;3.467;2.914
11:28:00.374;3.473;2.928
11:28:00.589;3.461;2.94
11:28:00.793;3.487;2.931
11:28:01.007;3.503;2.954
11:28:01.215;3.537;2.976
11:28:01.371;3.509;2.976
11:28:01.583;3.526;2.987
11:28:01.798;3.531;2.976
11:28:01.966;3.554;3.001
11:28:02.175;3.573;3.018
11:28:02.388;3.568;2.979
11:28:02.596;3.587;2.996
11:28:02.807;3.585;3.01
11:28:02.975;3.599;3.012
11:28:03.188;3.61;3.054
11:28:03.399;3.613;3.071
11:28:03.604;3.613;3.077
11:28:03.768;3.649;3.071
11:28:03.974;3.663;3.094
11:28:04.186;3.646;3.085
11:28:04.391;3.672;3.099
11:28:04.608;3.683;3.113
11:28:04.767;3.657;3.113
11:28:04.979;3.7;3.119
11:28:05.190;3.728;3.13
11:28:05.402;3.714;3.144
11:28:05.608;3.733;3.139
11:28:05.775;3.761;3.164
11:28:05.987;3.742;3.15
11:28:06.199;3.744;3.158
11:28:06.412;3.756;3.161
11:28:06.573;3.744;3.153
11:28:06.779;3.767;3.161
11:28:06.996;3.761;3.161
11:28:07.203;3.795;3.155
11:28:07.372;3.798;3.178
11:28:07.581;3.795;3.164
11:28:07.789;3.814;3.181
11:28:08.000;3.809;3.197
11:28:08.208;3.826;3.2
11:28:08.373;3.845;3.225
11:28:08.587;3.831;3.223
11:28:08.794;3.851;3.265
11:28:09.001;3.845;3.253
11:28:09.167;3.901;3.253
11:28:09.392;3.887;3.256
11:28:09.592;3.896;3.276
11:28:09.816;3.904;3.295
11:28:09.968;3.918;3.295
11:28:10.182;3.924;3.298
11:28:10.389;3.946;3.329
11:28:10.604;3.963;3.34
11:28:10.810;3.969;3.343
11:28:10.975;3.935;3.34
11:28:11.188;3.971;3.332
11:28:11.400;3.955;3.357
11:28:11.605;4.002;3.363
11:28:11.771;3.991;3.38
11:28:11.982;3.969;3.363
11:28:12.183;3.999;3.365
11:28:12.393;4.022;3.38
11:28:12.603;4.002;3.357
11:28:12.767;4.025;3.382
11:28:12.980;4.039;3.357
11:28:13.191;4.022;3.36
11:28:13.399;4.039;3.332
11:28:13.609;4.022;3.323
11:28:13.775;4.044;3.368
11:28:13.988;4.047;3.377
11:28:14.195;4.041;3.385
11:28:14.412;4.053;3.357
11:28:14.569;4.069;3.396
11:28:14.793;4.081;3.388
11:28:14.996;4.097;3.43
11:28:15.205;4.1;3.413
11:28:15.371;4.111;3.427
11:28:15.577;4.109;3.422
11:28:15.789;4.097;3.419
11:28:15.996;4.103;3.438
11:28:16.203;4.131;3.436
11:28:16.375;4.131;3.441
11:28:16.587;4.151;3.464
11:28:16.791;4.153;3.461
11:28:17.004;4.159;3.475
11:28:17.171;4.162;3.494
11:28:17.375;4.167;3.494
11:28:17.581;4.204;3.489
11:28:17.789;4.195;3.478
11:28:17.996;4.195;3.52
11:28:18.203;4.209;3.514
11:28:18.367;4.22;3.508
11:28:18.579;4.209;3.517
11:28:18.783;4.215;3.52
11:28:18.996;4.218;3.55
11:28:19.203;4.248;3.556
11:28:19.375;4.264;3.573
11:28:19.586;4.278;3.567
11:28:19.799;4.267;3.581
11:28:20.011;4.273;3.606
11:28:20.170;4.284;3.618
11:28:20.380;4.287;3.612
11:28:20.596;4.317;3.635
11:28:20.805;4.314;3.635
11:28:20.970;4.336;3.643
11:28:21.177;4.325;3.649
11:28:21.390;4.334;3.66
11:28:21.598;4.339;3.674
11:28:21.804;4.367;3.721
11:28:21.974;4.35;3.713
11:28:22.186;4.369;3.741
11:28:22.396;4.403;3.744
11:28:22.610;4.419;3.766
11:28:22.766;4.414;3.78
11:28:22.972;4.436;3.794
11:28:23.179;4.444;3.803
11:28:23.389;4.427;3.817
11:28:23.596;4.458;3.842
11:28:23.809;4.477;3.861
11:28:23.968;4.48;3.873
11:28:24.182;4.499;3.898
11:28:24.397;4.499;3.892
11:28:24.612;4.535;3.937
11:28:24.774;4.53;3.946
11:28:24.979;4.53;3.96
11:28:25.189;4.563;3.982
11:28:25.392;4.585;4.007
11:28:25.604;4.599;4.024
11:28:25.769;4.632;4.055
11:28:25.982;4.607;4.055
11:28:26.191;4.67;4.08
11:28:26.399;4.623;4.091
11:28:26.567;4.648;4.122
11:28:26.778;4.681;4.142
11:28:26.985;4.681;4.161
11:28:27.197;4.692;4.164
11:28:27.402;4.712;4.209
11:28:27.574;4.734;4.211
11:28:27.786;4.742;4.214
11:28:27.992;4.759;4.275
11:28:28.211;4.767;4.275
11:28:28.365;4.781;4.297
11:28:28.574;4.789;4.333
11:28:28.785;4.814;4.355
11:28:28.991;4.817;4.369
11:28:29.211;4.847;4.405
11:28:29.369;4.855;4.432
11:28:29.580;4.894;4.446
11:28:29.787;4.897;4.468
11:28:29.994;4.911;4.477
11:28:30.202;4.93;4.512
11:28:30.374;4.944;4.521
11:28:30.587;4.963;4.557
11:28:30.798;4.974;4.584
11:28:31.004;4.988;4.612
11:28:31.170;5.007;4.609
11:28:31.375;5.029;4.628
11:28:31.584;5.018;4.662
11:28:31.791;5.032;4.681
11:28:32.001;5.073;4.703
11:28:32.167;5.087;4.731
11:28:32.381;5.071;4.742
11:28:32.592;5.107;4.775
11:28:32.800;5.123;4.802
11:28:33.009;5.14;4.813
11:28:33.175;5.159;4.83
11:28:33.382;5.165;4.855
11:28:33.595;5.176;4.88
11:28:33.806;5.189;4.904
11:28:34.016;5.217;4.96
11:28:34.169;5.225;4.971
11:28:34.380;5.247;4.974
11:28:34.589;5.267;5.012
11:28:34.797;5.267;5.018
11:28:35.008;5.294;5.051
11:28:35.169;5.322;5.07
11:28:35.382;5.316;5.087
11:28:35.588;5.352;5.131
11:28:35.799;5.341;5.134
11:28:36.006;5.369;5.175
11:28:36.170;5.391;5.183
11:28:36.384;5.402;5.211
11:28:36.581;5.399;5.25
11:28:36.803;5.441;5.241
11:28:37.009;5.449;5.286
11:28:37.171;5.452;5.302
11:28:37.379;5.485;5.346
11:28:37.590;5.485;5.374
11:28:37.798;5.535;5.418
11:28:38.004;5.529;5.426
11:28:38.179;5.532;5.432
11:28:38.388;5.554;5.471
11:28:38.600;5.573;5.462
11:28:38.807;5.598;5.501
11:28:38.968;5.606;5.534
11:28:39.180;5.617;5.545
11:28:39.386;5.651;5.562
11:28:39.594;5.634;5.586
11:28:39.767;5.664;5.598
11:28:39.975;5.659;5.595
11:28:40.192;5.697;5.644
11:28:40.402;5.673;5.636
11:28:40.574;5.697;5.647
11:28:40.788;5.714;5.661
11:28:40.995;5.722;5.683
11:28:41.206;5.717;5.678
11:28:41.366;5.728;5.702
11:28:41.573;5.731;5.691
11:28:41.799;5.753;5.73
11:28:42.000;5.75;5.716
11:28:42.211;5.761;5.713
11:28:42.368;5.775;5.738
11:28:42.581;5.769;5.755
11:28:42.792;5.772;5.78
11:28:43.000;5.789;5.76
11:28:43.209;5.808;5.78
11:28:43.377;5.789;5.777
11:28:43.586;5.811;5.785
11:28:43.806;5.808;5.794
11:28:44.013;5.808;5.807
11:28:44.167;5.808;5.794
11:28:44.375;5.83;5.821
11:28:44.586;5.822;5.816
11:28:44.802;5.811;5.832
11:28:44.968;5.844;5.827
11:28:45.177;5.841;5.824
11:28:45.390;5.838;5.824
11:28:45.596;5.836;5.829
11:28:45.809;5.836;5.829
11:28:45.975;5.847;5.835
11:28:46.188;5.849;5.857
11:28:46.395;5.847;5.832
11:28:46.610;5.849;5.854
11:28:46.769;5.838;5.86
11:28:46.976;5.866;5.86
11:28:47.183;5.885;5.863
11:28:47.407;5.871;5.868
11:28:47.623;5.882;5.871
11:28:47.765;5.866;5.863
11:28:47.982;5.888;5.871
11:28:48.189;5.86;5.887
11:28:48.395;5.874;5.871
11:28:48.609;5.896;5.865
11:28:48.775;5.885;5.898
11:28:48.980;5.88;5.868
11:28:49.194;5.882;5.876
11:28:49.409;5.882;5.898
11:28:49.569;5.891;5.893
11:28:49.774;5.88;5.898
11:28:49.990;5.88;5.89
11:28:50.189;5.891;5.912
11:28:50.396;5.899;5.896
11:28:50.605;5.877;5.904
11:28:50.771;5.877;5.885
11:28:50.978;5.899;5.896
11:28:51.186;5.896;5.907
11:28:51.398;5.894;5.912
11:28:51.610;5.905;5.89
11:28:51.774;5.894;5.915
11:28:51.987;5.905;5.904
11:28:52.197;5.885;5.91
11:28:52.403;5.913;5.921
11:28:52.568;5.916;5.907
11:28:52.775;5.894;5.918
11:28:52.984;5.905;5.912
